Unnamed: 0,Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,SimillarHTTP,Inbound,Label,Packet_Rate,Time_Diff
10253,172.16.0.5-192.168.50.1-20659-49604-6,172.16.0.5,20659,192.168.50.1,49604,6,2018-12-01 13:30:34.219792,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1.0,1e-06
17,162.248.19.151-192.168.50.6-443-58099-6,192.168.50.6,58099,162.248.19.151,443,6,2018-12-01 13:30:34.253602,35533900,11,8,70.0,0.0,31.0,0.0,6.363636363636362,12.18419244162474,0.0,0.0,0.0,0.0,1.969949822563805,0.5347006661244614,1974105.555555556,3906819.802689564,10019218.0,0.0,35533900.0,3553390.0,4776903.298199484,10047556.0,0.0,30111310.0,4301615.714285715,5365059.055117403,10047638.0,0.0,0,0,0,0,220,160,0.3095635435457408,0.2251371225787206,0.0,31.0,3.5500000000000003,9.400307945683704,88.36578947368422,0,0,0,0,0,1,0,0,0.0,3.736842105263158,6.363636363636362,0.0,220,0,0,0,0,0,0,11,70,8,0,252,4264,9,20,28408.25,47.43680006071236,28437.0,28338.0,8855066.25,2307288.809708973,10019218.0,5394151.0,0,0,0,3.095635435457408e-07,4.9e-05
529441,172.16.0.5-192.168.50.1-22715-3316-6,172.16.0.5,22715,192.168.50.1,3316,6,2018-12-01 13:30:34.558286,49,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40816.32653061225,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,40816.32653061225,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.04081632653061224,2e-06
135896,172.16.0.5-192.168.50.1-24585-55666-6,172.16.0.5,24585,192.168.50.1,55666,6,2018-12-01 13:30:34.864051,98,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40816.32653061225,32.666666666666664,28.72861523522032,54.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,44.0,0,0,0,0,40,40,20408.163265306124,20408.163265306124,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,2,0,5840,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.02040816326530612,0.000324
479071,172.16.0.5-192.168.50.1-24913-13687-6,172.16.0.5,24913,192.168.50.1,13687,6,2018-12-01 13:30:34.920404,92,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43478.260869565216,30.666666666666664,52.2525916422653,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,21739.130434782608,21739.130434782608,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,2,0,5840,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.021739130434782608,0.000416
81325,172.16.0.5-192.168.50.1-25129-20411-6,172.16.0.5,25129,192.168.50.1,20411,6,2018-12-01 13:30:34.956638,54,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74074.07407407407,18.0,30.315012782448235,53.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,40,37037.03703703704,37037.03703703704,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,2,0,5840,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.037037037037037035,5.9e-05
502641,172.16.0.5-192.168.50.1-25311-62706-6,172.16.0.5,25311,192.168.50.1,62706,6,2018-12-01 13:30:34.984965,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,2.0,4.8e-05
69125,172.16.0.5-192.168.50.1-26272-19223-6,172.16.0.5,26272,192.168.50.1,19223,6,2018-12-01 13:30:35.141986,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,2.0,2e-06
542767,172.16.0.5-192.168.50.1-683-29-6,172.16.0.5,683,192.168.50.1,29,6,2018-12-01 13:30:35.188388,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,2.0,4.8e-05
96928,172.16.0.5-192.168.50.1-31506-6371-6,172.16.0.5,31506,192.168.50.1,6371,6,2018-12-01 13:30:36.016736,47,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42553.19148936171,47.0,0.0,47.0,47.0,47.0,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,42553.191489361714,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0425531914893617,2e-06
437661,192.168.50.254-224.0.0.5-0-0-0,192.168.50.254,0,224.0.0.5,0,0,2018-12-01 13:30:36.306828,114375872,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3409810069032741,3009891.368421052,4492825.705049025,9999122.0,1.0,114375872.0,3009891.368421052,4492825.705049025,9999122.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.3409810069032741,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,39,0,0,0,-1,-1,0,0,3.083333333333333,0.5149286505444373,4.0,2.0,9531319.333333334,296837.1562745333,9999122.0,9019419.0,0,0,0,3.4098100690327416e-07,2e-06
264398,172.16.0.5-192.168.50.1-35650-63784-6,172.16.0.5,35650,192.168.50.1,63784,6,2018-12-01 13:30:36.710811,101,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39603.960396039605,33.66666666666667,56.58032638058332,99.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,19801.980198019806,19801.980198019806,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,2,0,5840,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.019801980198019802,0.00017
682880,172.16.0.5-192.168.50.1-35922-58980-6,172.16.0.5,35922,192.168.50.1,58980,6,2018-12-01 13:30:36.758799,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1.0,5.6e-05
286094,172.16.0.5-192.168.50.1-52648-52648-6,172.16.0.5,52648,192.168.50.1,52648,6,2018-12-01 13:30:36.935878,113512954,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1409530757168032,7567530.266666668,8565901.161210582,21256083.0,0.0,113512954.0,7567530.266666668,8565901.161210582,21256083.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,320,0,0.1409530757168032,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,320,0,0,0,0,0,0,16,0,0,0,5840,-1,0,20,8.8,17.441330224498362,40.0,1.0,16216129.999999998,2754326.525808683,21256083.0,12387394.0,0,1,1,1.409530757168032e-07,5.6e-05
496916,172.16.0.5-192.168.50.1-39456-49704-6,172.16.0.5,39456,192.168.50.1,49704,6,2018-12-01 13:30:37.347327,104,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38461.53846153846,34.66666666666667,30.287511177601463,56.0,0.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,40,19230.76923076923,19230.76923076923,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,2,0,5840,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.019230769230769232,2e-06
547429,172.16.0.5-192.168.50.1-40470-15248-6,172.16.0.5,40470,192.168.50.1,15248,6,2018-12-01 13:30:37.518134,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,2.0,0.000102
383884,172.16.0.5-192.168.50.1-18782-18782-6,172.16.0.5,18782,192.168.50.1,18782,6,2018-12-01 13:30:37.771159,93453304,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1284063750169817,8495754.909090908,10112852.589658009,25191580.0,1.0,93453304.0,8495754.909090908,10112852.589658009,25191580.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,240,0,0.1284063750169817,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,240,0,0,0,0,0,0,12,0,0,0,5840,-1,0,20,1.0,0.0,1.0,1.0,18690659.6,4181819.574507168,25191580.0,14729758.0,0,1,1,1.2840637501698174e-07,5.1e-05
633187,172.16.0.5-192.168.50.1-42357-53760-6,172.16.0.5,42357,192.168.50.1,53760,6,2018-12-01 13:30:37.840736,49,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40816.32653061225,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,40816.32653061225,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.04081632653061224,1e-06
531808,192.168.50.6-4.2.2.4-63228-53-17,192.168.50.6,63228,4.2.2.4,53,17,2018-12-01 13:30:37.883962,20777,2,2,80.0,276.0,40.0,40.0,40.0,0.0,138.0,138.0,138.0,0.0,17134.331231650383,192.5205756365212,6925.666666666666,11993.00847716424,20774.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,96.26028781826058,96.26028781826058,40.0,138.0,79.2,53.67681063550628,2881.2,0,0,0,0,0,0,0,0,1.0,99.0,40.0,138.0,40,0,0,0,0,0,0,2,80,2,276,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.626028781826057e-05,0.000149
334843,192.168.50.6-4.2.2.4-52390-53-17,192.168.50.6,52390,4.2.2.4,53,17,2018-12-01 13:30:37.883963,22789,2,2,98.0,310.0,49.0,49.0,49.0,0.0,155.0,155.0,155.0,0.0,17903.374435034446,175.5232787748475,7596.333333333334,13154.637217853378,22786.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,87.76163938742377,87.76163938742377,49.0,155.0,91.4,58.05859109554761,3370.8,0,0,0,0,0,0,0,0,1.0,114.25,49.0,155.0,40,0,0,0,0,0,0,2,98,2,310,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.776163938742376e-05,1e-06
772968,192.168.50.6-23.220.46.76-58103-80-6,192.168.50.6,58103,23.220.46.76,80,6,2018-12-01 13:30:37.905651,85337,12,8,584.0,6348.0,158.0,0.0,48.66666666666667,72.24872862465324,1605.0,0.0,793.5,848.3963022752313,81230.8846104269,234.3649296319299,4491.421052631579,10301.638560689642,28824.0,1.0,85337.0,7757.909090909091,13183.917380312618,29060.0,1.0,58110.0,8301.42857142857,13781.108879635953,29417.0,1.0,0,0,0,0,264,184,140.61895777915794,93.74597185277192,0.0,1605.0,330.09523809523813,627.4229757318348,393659.5904761905,0,0,0,0,1,0,0,0,0.0,346.6,48.66666666666666,793.5,264,0,0,0,0,0,0,12,584,8,6348,65535,245,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en-US.appex-rf.msn.com/cgtile/v1/en-US/HealthAndFitness/Home.xml?cgversion=v6,0,0,0.00014061895777915792,2e-06
221354,192.168.50.6-23.220.46.76-58104-80-6,192.168.50.6,58104,23.220.46.76,80,6,2018-12-01 13:30:37.905744,56021,8,6,298.0,3044.0,149.0,0.0,37.25000000000001,68.97359743305509,1522.0,0.0,507.33333333333326,785.9574203903584,59656.200353438886,249.90628514307133,4309.307692307693,10094.090815790983,27104.0,0.0,56021.0,8003.0,13614.832046950363,28608.0,1.0,28671.0,5734.200000000003,12057.228545565518,27276.0,0.0,0,0,0,0,184,144,142.80359151032647,107.10269363274486,0.0,1522.0,222.8,530.0116171233554,280912.3142857143,0,0,0,0,1,0,0,0,0.0,238.7142857142857,37.25,507.33333333333326,184,0,0,0,0,0,0,8,298,6,3044,65535,237,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en-US.appex-rf.msn.com/cgtile/v1/en-US/Sports/Today.xml?cgversion=v6,0,0,0.00014280359151032647,9.3e-05
3135,192.168.50.6-23.33.85.123-58105-80-6,192.168.50.6,58105,23.33.85.123,80,6,2018-12-01 13:30:37.907469,61160,8,6,362.0,3330.0,181.0,0.0,45.25000000000001,83.78671902941592,1665.0,0.0,555.0,859.8023028580466,60366.25245258339,228.9077828646174,4704.615384615386,11192.683596427783,30051.0,0.0,61160.0,8737.142857142857,14865.049449727949,30966.0,1.0,31197.0,6239.4,13539.60609840626,30453.0,0.0,0,0,0,0,184,144,130.80444735120994,98.10333551340746,0.0,1665.0,246.13333333333333,579.4854696399293,335803.4095238095,0,0,0,0,1,0,0,0,0.0,263.7142857142857,45.25,555.0,184,0,0,0,0,0,0,8,362,6,3330,65535,237,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,finance.services.appex.bing.com/Market.svc/AppTileV2?symbols=&contentType=-1&tileType=0&locale=en-US,0,0,0.00013080444735120994,4.9e-05
692329,192.168.50.6-4.2.2.4-49703-53-17,192.168.50.6,49703,4.2.2.4,53,17,2018-12-01 13:30:38.007341,20769,2,2,70.0,256.0,35.0,35.0,35.0,0.0,128.0,128.0,128.0,0.0,15696.470701526314,192.5947325340652,6923.0,11989.255689991767,20767.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,96.2973662670326,96.2973662670326,35.0,128.0,72.2,50.93819784798045,2594.7,0,0,0,0,0,0,0,0,1.0,90.25,35.0,128.0,40,0,0,0,0,0,0,2,70,2,256,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.62973662670326e-05,0.000439
